B1_raw,B2_raw,B3_raw,B4_raw,B5_raw,B6_raw,B7_raw,B8_raw,B9_raw,B10_raw,B11_raw,B1_rad,B2_rad,B3_rad,B4_rad,B5_rad,B6_rad,B7_rad,B8_rad,B9_rad,B10_rad,B11_rad,B1_toa,B2_toa,B3_toa,B4_toa,B5_toa,B6_toa,B7_toa,B8_toa,B9_toa,B10_toa,B11_toa,DateTimeStamp,B1_sr,B2_sr,B3_sr,B4_sr,B5_sr,B6_sr,B7_sr,B10_sr,B11_sr
8210,7527,6743,6436,7449,6995,6201,6590,5034,22123,20769,41.62300109863281,33.55811309814453,21.32683753967285,14.8157958984375,15.463445663452148,3.1328182220458984,0.6356532573699951,18.564777374267575,0.08373226225376129,7.493506908416747,7.040999889373778,0.13240505754947662,0.10423288494348526,0.07189470529556274,0.05923166498541833,0.10101556777954103,0.08228912204504013,0.04953845962882042,0.06558381021022798,0.0014024128904566169,284.2067565917969,283.394287109375,2013-12-17,223,260,364,393,928,841,525,2842,2834
9099,8350,7546,7196,7179,7670,6747,7300,5057,23147,21715,52.3870735168457,43.84301376342773,30.708253860473636,22.3315486907959,13.561192512512207,4.132676601409912,0.9114025235176086,26.472787857055664,0.13873621821403506,7.8357276916503915,7.3571534156799325,0.1191759631037712,0.09739924222230913,0.07402341812849045,0.0638473778963089,0.06335311383008957,0.07762864977121353,0.05079297348856926,0.06687112152576448,0.0016572350868955257,286.9364013671875,286.3176574707031,2018-03-02,263,325,452,483,574,811,545,2869,2863
9099,8350,7546,7196,7179,7670,6747,7300,5057,23147,21715,52.3870735168457,43.84301376342773,30.708253860473636,22.3315486907959,13.561192512512207,4.132676601409912,0.9114025235176086,26.472787857055664,0.13873621821403506,7.8357276916503915,7.3571534156799325,0.1191759631037712,0.09739924222230913,0.07402341812849045,0.0638473778963089,0.06335311383008957,0.07762864977121353,0.05079297348856926,0.06687112152576448,0.0016572350868955257,286.9364013671875,286.3176574707031,2018-03-02,276,330,452,484,623,917,629,2869,2863
9083,8323,7516,7177,7336,8020,7018,7316,5059,23145,21720,52.18257141113281,43.48962020874024,30.34641265869141,22.138307571411133,14.539048194885256,4.6744065284729,1.0527805089950562,26.65693664550781,0.14360101521015167,7.83505916595459,7.358824253082275,0.12106429040431975,0.0985296666622162,0.07460145652294159,0.06454983353614807,0.06926430761814117,0.08954547345638275,0.05983534827828407,0.06867129355669023,0.0017493924824520946,286.9311218261719,286.3329162597656,2018-03-02,263,325,452,483,574,811,545,2869,2863
9083,8323,7516,7177,7336,8020,7018,7316,5059,23145,21720,52.18257141113281,43.48962020874024,30.34641265869141,22.138307571411133,14.539048194885256,4.6744065284729,1.0527805089950562,26.65693664550781,0.14360101521015167,7.83505916595459,7.358824253082275,0.12106429040431975,0.0985296666622162,0.07460145652294159,0.06454983353614807,0.06926430761814117,0.08954547345638275,0.05983534827828407,0.06867129355669023,0.0017493924824520946,286.9311218261719,286.3329162597656,2018-03-02,276,330,452,484,623,917,629,2869,2863
9821,8831,7852,7183,8613,7512,6197,7614,5021,26862,24267,60.310585021972656,49.07303237915039,33.66941070556641,21.730558395385746,22.009029388427734,3.805318593978882,0.6112001538276672,29.451231002807614,0.049844834953546524,9.07728099822998,8.210031509399414,0.1278209686279297,0.10157272219657898,0.07561613619327545,0.057878687977790826,0.09579280763864516,0.06660158932209015,0.03173650056123733,0.06930594891309738,0.0005567754851654172,296.2999267578125,293.87896728515625,2019-09-29,209,245,385,344,863,675,341,2963,2939
9821,8831,7852,7183,8613,7512,6197,7614,5021,26862,24267,60.310585021972656,49.07303237915039,33.66941070556641,21.730558395385746,22.009029388427734,3.805318593978882,0.6112001538276672,29.451231002807614,0.049844834953546524,9.07728099822998,8.210031509399414,0.1278209686279297,0.10157272219657898,0.07561613619327545,0.057878687977790826,0.09579280763864516,0.06660158932209015,0.03173650056123733,0.06930594891309738,0.0005567754851654172,296.2999267578125,293.87896728515625,2019-09-29,208,248,383,343,838,635,319,2962,2939
9824,8834,7828,7157,8496,7358,6119,7555,5020,26839,24263,60.34811019897461,49.1114501953125,33.38607788085937,21.471742630004886,21.29631233215332,3.57202410697937,0.5713725686073303,28.786529541015625,0.04746413603425026,9.069594383239746,8.208694458007812,0.1257864534854889,0.09997206926345824,0.07374048233032228,0.05624406412243843,0.0911586731672287,0.0614851675927639,0.02917807176709175,0.06662196666002274,0.0005214975099079312,296.2442932128906,293.8674621582031,2019-09-29,209,245,385,344,863,675,341,2963,2939
9824,8834,7828,7157,8496,7358,6119,7555,5020,26839,24263,60.34811019897461,49.1114501953125,33.38607788085937,21.471742630004886,21.29631233215332,3.57202410697937,0.5713725686073303,28.786529541015625,0.04746413603425026,9.069594383239746,8.208694458007812,0.1257864534854889,0.09997206926345824,0.07374048233032228,0.05624406412243843,0.0911586731672287,0.0614851675927639,0.02917807176709175,0.06662196666002274,0.0005214975099079312,296.2442932128906,293.8674621582031,2019-09-29,208,248,383,343,838,635,319,2962,2939
9085,8165,7335,6588,10032,7296,5952,7070,5042,26210,24158,51.19560623168945,40.61111068725586,27.61148452758789,15.834803581237793,30.70600700378418,3.4840505123138428,0.4869483411312103,23.36004638671875,0.10006166994571686,8.859382629394531,8.173604011535645,0.10982328653335573,0.08508952707052231,0.06277536600828171,0.042692624032497406,0.13528293371200562,0.061726868152618415,0.025594064965844158,0.055650968104600906,0.0011291448026895525,294.71221923828125,293.56494140625,2020-10-01,133,165,305,238,1295,631,271,2947,2936
9085,8165,7335,6588,10032,7296,5952,7070,5042,26210,24158,51.19560623168945,40.61111068725586,27.61148452758789,15.834803581237793,30.70600700378418,3.4840505123138428,0.4869483411312103,23.36004638671875,0.10006166994571686,8.859382629394531,8.173604011535645,0.10982328653335573,0.08508952707052231,0.06277536600828171,0.042692624032497406,0.13528293371200562,0.061726868152618415,0.025594064965844158,0.055650968104600906,0.0011291448026895525,294.71221923828125,293.56494140625,2020-10-01,149,175,295,234,1237,602,255,2947,2935
9083,8160,7291,6568,9821,7194,5902,7015,5040,26196,24144,51.17052841186523,40.54693984985352,27.09117317199707,15.63537311553955,29.41845512390137,3.3292653560638428,0.4613738358020783,22.739360809326172,0.09528157860040663,8.854703903198242,8.168925285339355,0.10787146538496016,0.08348611742258072,0.06052743643522264,0.041426021605730064,0.12736918032169342,0.057964731007814414,0.02383052743971348,0.05323560908436775,0.0010567811550572517,294.6778869628906,293.5245361328125,2020-10-01,133,165,305,238,1295,631,271,2947,2936
9083,8160,7291,6568,9821,7194,5902,7015,5040,26196,24144,51.17052841186523,40.54693984985352,27.09117317199707,15.63537311553955,29.41845512390137,3.3292653560638428,0.4613738358020783,22.739360809326172,0.09528157860040663,8.854703903198242,8.168925285339355,0.10787146538496016,0.08348611742258072,0.06052743643522264,0.041426021605730064,0.12736918032169342,0.057964731007814414,0.02383052743971348,0.05323560908436775,0.0010567811550572517,294.6778869628906,293.5245361328125,2020-10-01,149,175,295,234,1237,602,255,2947,2935
8521,7773,6882,6622,6733,6809,6247,6706,5075,19709,18806,45.46914291381836,36.6695556640625,22.92788505554199,16.667848587036133,10.896580696105957,2.8289337158203125,0.6572287678718567,19.83704948425293,0.1841772049665451,6.686748027801514,6.384965419769287,0.1241312026977539,0.09776081144809724,0.06634902209043503,0.05718284472823142,0.06109609827399254,0.0637754425406456,0.043962396681308746,0.06014422699809074,0.002644082996994257,277.46881103515625,277.08828735351557,2015-02-06,188,232,319,377,524,649,459,2775,2771
8521,7773,6882,6622,6733,6809,6247,6706,5075,19709,18806,45.46914291381836,36.6695556640625,22.92788505554199,16.667848587036133,10.896580696105957,2.8289337158203125,0.6572287678718567,19.83704948425293,0.1841772049665451,6.686748027801514,6.384965419769287,0.1241312026977539,0.09776081144809724,0.06634902209043503,0.05718284472823142,0.06109609827399254,0.0637754425406456,0.043962396681308746,0.06014422699809074,0.002644082996994257,277.46881103515625,277.08828735351557,2015-02-06,117,173,285,346,467,608,442,2775,2771
8517,7768,6883,6622,6632,6707,6204,6683,5066,19719,18809,45.41749572753906,36.60345458984375,22.94007873535156,16.667856216430664,10.2615327835083,2.669436454772949,0.634566068649292,19.569616317749023,0.16206149756908414,6.6900901794433585,6.385968208312987,0.12058740109205245,0.09490643441677094,0.06456243246793747,0.05561352148652077,0.055956389755010605,0.058527916669845574,0.041281551122665405,0.057705029845237725,0.0022629357408732176,277.4976806640625,277.09817504882807,2015-02-06,188,232,319,377,524,649,459,2775,2771
8517,7768,6883,6622,6632,6707,6204,6683,5066,19719,18809,45.41749572753906,36.60345458984375,22.94007873535156,16.667856216430664,10.2615327835083,2.669436454772949,0.634566068649292,19.569616317749023,0.16206149756908414,6.6900901794433585,6.385968208312987,0.12058740109205245,0.09490643441677094,0.06456243246793747,0.05561352148652077,0.055956389755010605,0.058527916669845574,0.041281551122665405,0.057705029845237725,0.0022629357408732176,277.4976806640625,277.09817504882807,2015-02-06,117,173,285,346,467,608,442,2775,2771
9628,8807,7904,7596,8704,8664,7358,7972,5209,20763,19700,58.74450302124024,49.48578262329102,34.780689239501946,26.22075653076172,22.893171310424805,5.631327629089356,1.2216192483901978,33.96916961669922,0.5048397779464722,7.038994789123535,6.6837401390075675,0.12582476437091827,0.10350365191698074,0.07895313948392868,0.07057932019233704,0.10070331394672394,0.09961580485105516,0.06410863995552063,0.08080190420150757,0.00568222813308239,280.46640014648443,280.00262451171875,2017-03-15,353,405,527,561,943,1022,671,2805,2800
9628,8807,7904,7596,8704,8664,7358,7972,5209,20763,19700,58.74450302124024,49.48578262329102,34.780689239501946,26.22075653076172,22.893171310424805,5.631327629089356,1.2216192483901978,33.96916961669922,0.5048397779464722,7.038994789123535,6.6837401390075675,0.12582476437091827,0.10350365191698074,0.07895313948392868,0.07057932019233704,0.10070331394672394,0.09961580485105516,0.06410863995552063,0.08080190420150757,0.00568222813308239,280.46640014648443,280.00262451171875,2017-03-15,348,403,525,565,940,902,605,2805,2800
9642,8823,7930,7629,8699,8239,7121,7959,5188,20762,19700,58.92221450805664,49.693763732910156,35.09210205078125,26.55405616760254,22.862268447875977,4.978102684020996,1.0988366603851318,33.82059097290039,0.4541142582893372,7.038660526275635,6.6837401390075675,0.1242251992225647,0.10230782628059387,0.07841013371944427,0.07035502791404724,0.09898944944143297,0.08667932450771333,0.05676037073135376,0.07918620854616165,0.005031088832765818,280.463623046875,280.00262451171875,2017-03-15,353,405,527,561,943,1022,671,2805,2800
9642,8823,7930,7629,8699,8239,7121,7959,5188,20762,19700,58.92221450805664,49.693763732910156,35.09210205078125,26.55405616760254,22.862268447875977,4.978102684020996,1.0988366603851318,33.82059097290039,0.4541142582893372,7.038660526275635,6.6837401390075675,0.1242251992225647,0.10230782628059387,0.07841013371944427,0.07035502791404724,0.09898944944143297,0.08667932450771333,0.05676037073135376,0.07918620854616165,0.005031088832765818,280.463623046875,280.00262451171875,2017-03-15,348,403,525,565,940,902,605,2805,2800
8240,7553,6789,6389,7897,6809,5905,6502,5031,21266,20120,41.94471740722656,33.845481872558594,21.85369300842285,14.306382179260256,18.262357711791992,2.8358488082885738,0.4782211482524872,17.508893966674805,0.07632467895746231,7.20709753036499,6.824104309082031,0.13102884590625766,0.10324587672948836,0.072348952293396,0.056172545999288566,0.11715758591890335,0.07315777242183685,0.03659909963607788,0.06074238196015357,0.0012536629801616073,281.8658447265625,281.34683227539057,2016-12-09,192,234,351,344,1087,745,382,2819,2813
8240,7553,6789,6389,7897,6809,5905,6502,5031,21266,20120,41.94471740722656,33.845481872558594,21.85369300842285,14.306382179260256,18.262357711791992,2.8358488082885738,0.4782211482524872,17.508893966674805,0.07632467895746231,7.20709753036499,6.824104309082031,0.13102884590625766,0.10324587672948836,0.072348952293396,0.056172545999288566,0.11715758591890335,0.07315777242183685,0.03659909963607788,0.06074238196015357,0.0012536629801616073,281.8658447265625,281.34683227539057,2016-12-09,223,252,360,356,1085,652,340,2819,2814
8258,7565,6814,6425,7895,6588,5806,6538,5029,21269,20127,42.17773818969727,34.004566192626946,22.15909194946289,14.677217483520508,18.24974822998047,2.489387035369873,0.4259085655212401,17.928571701049805,0.07139727473258972,7.208099842071532,6.826443672180176,0.12691450119018555,0.09991887211799623,0.07066386938095093,0.05551047995686531,0.11277393251657485,0.0618601031601429,0.0313975028693676,0.059912364929914474,0.0011296792654320598,281.8741149902344,281.36911010742193,2016-12-09,192,234,351,344,1087,745,382,2819,2813
8258,7565,6814,6425,7895,6588,5806,6538,5029,21269,20127,42.17773818969727,34.004566192626946,22.15909194946289,14.677217483520508,18.24974822998047,2.489387035369873,0.4259085655212401,17.928571701049805,0.07139727473258972,7.208099842071532,6.826443672180176,0.12691450119018555,0.09991887211799623,0.07066386938095093,0.05551047995686531,0.11277393251657485,0.0618601031601429,0.0313975028693676,0.059912364929914474,0.0011296792654320598,281.8741149902344,281.36911010742193,2016-12-09,223,252,360,356,1085,652,340,2819,2814
10289,9404,8791,8132,11559,9530,7808,8404,5029,26711,24363,65.35903930664061,55.73143005371094,44.2121696472168,30.79946708679199,39.47077941894531,6.77974796295166,1.4163914918899536,37.88235855102539,0.06825562566518784,9.026816368103027,8.242115020751951,0.1182541698217392,0.0984668880701065,0.0847611203789711,0.07002685964107512,0.14664947986602786,0.10128405690193176,0.06278269737958908,0.07610837370157242,0.0006483923643827437,295.9341735839844,294.15496826171875,2017-05-02,309,374,584,553,1417,1040,667,2959,2942
10289,9404,8791,8132,11559,9530,7808,8404,5029,26711,24363,65.35903930664061,55.73143005371094,44.2121696472168,30.79946708679199,39.47077941894531,6.77974796295166,1.4163914918899536,37.88235855102539,0.06825562566518784,9.026816368103027,8.242115020751951,0.1182541698217392,0.0984668880701065,0.0847611203789711,0.07002685964107512,0.14664947986602786,0.10128405690193176,0.06278269737958908,0.07610837370157242,0.0006483923643827437,295.9341735839844,294.15496826171875,2017-05-02,305,373,584,558,1332,997,651,2959,2941
10280,9405,8795,8150,11186,9344,7733,8403,5033,26686,24337,65.24782562255861,55.74408340454102,44.258827209472656,30.97648811340332,37.22613906860352,6.50137996673584,1.3785600662231443,37.87123107910156,0.07766322791576385,9.018461227416992,8.233426094055176,0.11733011156320572,0.09788619726896286,0.08433101326227188,0.06999807804822923,0.13746289908885956,0.09653068333864212,0.0607316642999649,0.0756201446056366,0.0007333087851293385,295.8735046386719,294.08026123046875,2017-05-02,309,374,584,553,1417,1040,667,2959,2942
10280,9405,8795,8150,11186,9344,7733,8403,5033,26686,24337,65.24782562255861,55.74408340454102,44.258827209472656,30.97648811340332,37.22613906860352,6.50137996673584,1.3785600662231443,37.87123107910156,0.07766322791576385,9.018461227416992,8.233426094055176,0.11733011156320572,0.09788619726896286,0.08433101326227188,0.06999807804822923,0.13746289908885956,0.09653068333864212,0.0607316642999649,0.0756201446056366,0.0007333087851293385,295.8735046386719,294.08026123046875,2017-05-02,305,373,584,558,1332,997,651,2959,2941
8538,7803,7027,6605,8036,7296,6182,6778,5043,23266,21803,45.6163444519043,37.00319290161133,24.660972595214844,16.465824127197266,19.06010627746582,3.584865093231201,0.6219840049743652,20.640913009643555,0.10561510920524596,7.875497341156006,7.386562824249268,0.13444139063358307,0.1065119281411171,0.07702450454235077,0.06098881363868714,0.11536575853824615,0.08724630624055862,0.04491512477397919,0.06756268441677094,0.0016339607536792755,287.24908447265625,286.5860900878906,2017-11-26,275,302,418,405,1074,892,473,2872,2866
8538,7803,7027,6605,8036,7296,6182,6778,5043,23266,21803,45.6163444519043,37.00319290161133,24.660972595214844,16.465824127197266,19.06010627746582,3.584865093231201,0.6219840049743652,20.640913009643555,0.10561510920524596,7.875497341156006,7.386562824249268,0.13444139063358307,0.1065119281411171,0.07702450454235077,0.06098881363868714,0.11536575853824615,0.08724630624055862,0.04491512477397919,0.06756268441677094,0.0016339607536792755,287.24908447265625,286.5860900878906,2017-11-26,318,330,423,412,1039,750,411,2871,2865
8544,7809,7018,6611,7948,6938,6022,6783,5041,23213,21766,45.69368743896485,37.08240509033203,24.551477432250977,16.52737808227539,18.50764274597168,3.0259196758270264,0.5377871990203857,20.698951721191406,0.10070791095495224,7.857784748077393,7.374197483062744,0.1300814300775528,0.10310348123311996,0.07407006621360779,0.059131257236003876,0.10820543766021727,0.07113369554281235,0.03751219063997269,0.0654444694519043,0.0015048851491883395,287.10992431640625,286.4732971191406,2017-11-26,275,302,418,405,1074,892,473,2872,2866
8544,7809,7018,6611,7948,6938,6022,6783,5041,23213,21766,45.69368743896485,37.08240509033203,24.551477432250977,16.52737808227539,18.50764274597168,3.0259196758270264,0.5377871990203857,20.698951721191406,0.10070791095495224,7.857784748077393,7.374197483062744,0.1300814300775528,0.10310348123311996,0.07407006621360779,0.059131257236003876,0.10820543766021727,0.07113369554281235,0.03751219063997269,0.0654444694519043,0.0015048851491883395,287.10992431640625,286.4732971191406,2017-11-26,318,330,423,412,1039,750,411,2871,2865
