,B1_rad,B2_rad,B3_rad,B4_rad,B5_rad,B6_rad,B7_rad,B8_rad,B9_rad,B10_rad,B11_rad,DateTimeStamp
152,70.14434814453125,59.02397155761719,42.66948318481445,27.601661682128906,36.484649658203125,3.91521954536438,0.6707261800765991,37.158447265625,0.078546904027462,9.19959831237793,8.223733901977539,2016/07/02
153,94.98739624023438,85.17338562011719,62.84065628051758,46.14545822143555,36.760040283203125,5.047268867492676,1.218062400817871,57.997982025146484,2.970580577850342,6.983851909637451,6.452139854431152,2017/09/07
154,80.13613891601562,69.57466888427734,53.01069259643555,36.45391082763672,44.90037155151367,5.7187042236328125,1.0655831098556519,46.318641662597656,0.16196978092193604,9.211628913879395,8.280213356018066,2015/06/30
155,82.66902923583984,73.73516845703125,59.374271392822266,41.82762908935547,51.89871597290039,7.21234130859375,1.3755512237548828,50.32174301147461,0.4217890799045563,8.82094955444336,7.896886348724365,2014/06/11
156,138.56008911132812,131.926513671875,107.92269134521484,86.78071594238281,67.16677856445312,15.107832908630371,4.53672456741333,104.25635528564453,0.11561915278434753,8.366771697998047,7.564357280731201,2020/06/27
157,105.96212005615234,98.22940826416016,78.63719940185547,60.03336715698242,47.447998046875,10.141565322875977,2.842824935913086,73.25869750976562,0.16430838406085968,8.631458282470703,7.742486000061035,2015/07/16
158,65.48072814941406,54.041324615478516,39.21397399902344,26.039051055908203,26.707645416259766,5.792960166931152,1.0554211139678955,34.19422149658203,0.07039754092693329,8.955965995788574,8.152215003967285,2019/05/08
159,67.016357421875,55.20786666870117,38.404232025146484,24.19862937927246,36.051395416259766,3.5532009601593018,0.5585131645202637,33.864505767822266,0.0726032480597496,9.115714073181152,8.13784408569336,2014/08/30
160,47.13370132446289,38.42708969116211,25.052013397216797,18.496868133544922,10.281742095947266,1.433886170387268,0.27219027280807495,22.54782485961914,0.05879288911819458,6.975831031799316,6.553736209869385,2016/02/09
161,63.79266357421875,51.78056716918945,34.14667510986328,21.583688735961914,28.050277709960938,3.122243642807007,0.44646838307380676,29.02052879333496,0.06804168969392776,8.9710054397583,8.110440254211426,2018/08/25
162,53.44489669799805,44.97593688964844,31.769729614257812,25.10375213623047,16.808359146118164,4.566009044647217,0.9217972755432129,32.81056213378906,0.029317542910575867,7.5536627769470215,7.059715270996094,2014/02/19
163,296.2911376953125,299.9284362792969,255.11639404296875,214.61509704589844,144.7596435546875,28.637231826782227,8.170940399169922,251.97422790527344,3.7090301513671875,5.084593296051025,4.878057479858398,2015/08/01
164,75.05350494384766,64.81746673583984,46.80613327026367,31.95452308654785,25.873165130615234,3.26063871383667,0.7390406131744385,42.14043426513672,1.9904853105545044,7.984780788421631,7.1964030265808105,2015/09/02
165,87.18164825439453,76.37662506103516,59.686561584472656,44.08930587768555,46.295616149902344,6.545049667358398,1.39370858669281,53.621273040771484,2.0965802669525146,8.436619758605957,7.576388359069824,2017/05/18
166,70.00164031982422,59.398956298828125,44.78776168823242,31.035310745239258,41.984134674072266,5.11729097366333,0.977325439453125,36.77412414550781,0.08147323876619339,9.171859741210938,8.222396850585938,2015/05/29
167,77.96045684814453,66.97380828857422,52.36162185668945,36.24382781982422,45.23466873168945,7.0162353515625,1.3298594951629639,46.48508834838867,0.3139951229095459,9.07193374633789,8.148538589477539,2014/05/10
168,138.70587158203125,132.9093475341797,109.84864044189453,88.56910705566406,68.41499328613281,14.965126991271973,4.514906406402588,105.51445770263672,0.11793114989995956,8.3617582321167,7.5633544921875,2020/06/27
169,158.64434814453125,152.89219665527344,121.92828369140625,104.30736541748047,70.94448852539062,15.953577041625977,4.79384183883667,119.9545669555664,0.20967204868793488,6.952771186828613,6.575793743133545,2019/03/21
170,74.96717834472656,64.5269775390625,46.67811584472656,31.84657859802246,26.3836669921875,3.3965563774108887,0.7551500201225281,42.15155029296875,1.9764020442962646,7.987454414367676,7.196737289428711,2015/09/02
171,69.33539581298828,57.80577087402344,42.61091613769531,26.537696838378906,40.392581939697266,3.5370543003082275,0.4541117548942566,36.67009735107422,0.09130879491567612,9.008435249328613,8.056633949279785,2020/08/30
172,100.46829223632812,90.99434661865234,70.06574249267578,52.97770690917969,49.87602996826172,6.1005024909973145,1.4002019166946411,64.40121459960938,2.836247444152832,7.522248268127441,6.7398858070373535,2018/06/22
173,63.44572448730469,52.24666213989258,36.52323913574219,23.6585750579834,26.825546264648438,5.955811500549316,1.1710988283157349,31.373647689819336,0.2381289005279541,8.38916301727295,7.713744640350342,2015/04/27
174,105.67044830322266,98.06761932373047,78.05233764648438,59.578861236572266,47.41841125488281,10.274018287658691,2.8403449058532715,72.86471557617188,0.16199557483196259,8.641818046569824,7.742486000061035,2015/07/16
175,218.4720458984375,224.78672790527344,185.34910583496094,155.26416015625,101.80249786376953,12.173194885253906,4.126232624053955,195.31959533691406,15.465697288513184,3.257187604904175,3.48878812789917,2019/10/15
176,77.52105712890625,66.48236083984375,48.67169952392578,34.339088439941406,37.18959426879883,5.729447841644287,0.9921037554740906,43.07619094848633,0.11581546068191528,8.842672348022461,7.85176944732666,2017/06/19
177,69.37612915039062,57.79589080810547,41.98674774169922,28.541160583496094,32.989501953125,4.557539463043213,0.8001248836517334,36.25531005859375,0.07248856872320175,8.867403030395508,7.933648109436035,2017/08/22
178,70.35380554199219,58.77289962768555,41.17095184326172,28.010025024414062,33.883628845214844,5.216344356536865,0.9724570512771606,36.508026123046875,0.6288785934448242,9.229007720947266,8.286563873291016,2018/06/06
179,60.15079116821289,48.476436614990234,34.53642654418945,21.02752113342285,36.961814880371094,4.043227672576904,0.6332209706306458,29.758535385131836,0.10780949890613556,9.307209968566895,8.37846851348877,2013/08/27
180,77.70882415771484,66.26948547363281,51.47011184692383,36.532169342041016,37.29563522338867,5.1872878074646,0.8972675800323486,45.26542282104492,0.04854724183678627,9.089646339416504,8.162909507751465,2016/06/16
181,44.13104248046875,35.985652923583984,23.38376235961914,15.909743309020996,17.83704376220703,4.027708053588867,0.7414720058441162,20.727678298950195,0.07645086199045181,7.244862079620361,6.856855869293213,2019/01/16
182,62.52372741699219,51.95191955566406,37.64619064331055,25.394649505615234,23.454042434692383,4.854324817657471,0.8335856795310974,32.80387878417969,0.11220218241214752,8.853032112121582,7.93598747253418,2019/08/28
